"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"República Centroafricana","CAF","Impuestos al comercio internacional (% de la recaudación)","GC.TAX.INTT.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4427981422403","","","","13.3113709375367","13.4958391993506","13.3511025120898","16.8070109565582","25.1338404175148","","8.47533312699626","19.0901138903932","19.5228664161058","21.7795670596364","21.7955636883833","","","",
"Canadá","CAN","Impuestos al comercio internacional (% de la recaudación)","GC.TAX.INTT.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.08751730671136","2.60215293037746","2.77510545400725","2.2767217370143","2.47799281263394","1.87476079360964","1.55623050305783","1.44796138769633","1.37426570845678","1.09871121031032","1.05450508244666","1.28316978785157","1.37359552987711","1.24204710695938","1.16577830263956","1.25311008764964","1.26429385395734","1.28172644565838","1.35382850822845","1.32307272047618","1.21743813600159","1.27494511990595","1.28395568716654","1.29257841724839","1.32851237236035","1.45111844764857","1.50180939230326","1.44451689021361","1.59677465969192","1.25952803891875","","",
"Europa Central y del Báltico","CEB","Impuestos al comercio internacional (% de la recaudación)","GC.TAX.INTT.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.08368098771999","6.65958175651854","6.15460509341213","7.17139391308002","3.39479214087255","3.39182966949237","3.03709010854502","2.36615249912031","2.02131900209913","1.91055994021836","1.2317055499203","1.2335058871422","1.19035732437075","0.419543045637441","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Suiza","CHE","Impuestos al comercio internacional (% de la recaudación)","GC.TAX.INTT.RV.ZS","","","","","","","","","","","","","16.2929495760821","13.7675147492625","11.2911025145068","11.2773876673957","9.74955277280859","9.85387912124996","9.48634157175037","9.34882127619819","9.16951014978891","8.77041202552179","8.14138996908964","8.03764526938708","7.43068634750996","","","","","","2.19715236461136","2.13794066865975","2.05653728466642","1.88664381076171","1.86412171568951","1.73488786685122","1.91011336652043","1.51779977662104","1.33922369285429","1.41500830294693","1.25739340149482","1.25304781203737","1.2782891714063","1.27561446254006","1.21741351781434","1.07847120141519","1.07859193802665","1.04477022671409","0.957741660932826","0.991544617679218","1.00970112864533","0.949200867528406","0.942110363861696","0.929167374384296","0.934101617446769","0.888032140925732","0.952223222054661","0.881255665876627","0.873966232744477","0.88418475140911","","",
"Islas del Canal","CHI","Impuestos al comercio internacional (% de la recaudación)","GC.TAX.INTT.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Impuestos al comercio internacional (% de la recaudación)","GC.TAX.INTT.RV.ZS","","","","","","","","","","","","","14.2857142857143","12.5","7.00389105058366","8.42787682333874","7.36443883984868","7.61808594188264","6.25121587445691","4.45668106009587","4.15911688456499","5.25901316598991","3.56231333152321","6.9107775498788","9.7517046185514","10.8969030701166","8.84800892456771","10.3999510549408","8.66360496451209","10.3093559003291","11.6911096281272","10.3211874633401","9.64258252913682","9.93881915925063","8.93562280002415","9.34303080208232","9.31926886952842","8.39498362506442","7.95078149427778","6.92687899143793","6.24909579091382","5.39020458353317","4.46691200919983","2.99812587613402","2.02574910635592","1.81621896234203","1.56522606051543","1.2765510313992","1.35449276166394","0.886803803701555","1.12684487891656","1.06364772839178","1.0893369663697","1.05004335009537","1.10279124532183","0.964231376559417","0.874926531906745","0.810674230976008","0.823464977434786","0.756073481575064","","",
"China","CHN","Impuestos al comercio internacional (% de la recaudación)","GC.TAX.INTT.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-15.8416948621915","5.03133992297594","3.14964158077656","4.83561449933386","3.708439005455","4.43867415605105","4.7209375352172","4.70879547674531","4.11621496859936","2.83756414747942","2.35971757942166","2.27305914647431","2.10943424451054","1.90614917225662","","","",
"Côte d'Ivoire","CIV","Impuestos al comercio internacional (% de la recaudación)","GC.TAX.INTT.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.3326012474743","","","","","","43.7249784404964","47.0557251385776","49.8452491488703","49.568073106304","43.9621860336738","47.1631158187929","42.8297055057618","37.9768248329527","34.6229252895672","42.3748189924548","40.9560774166569","39.1846632070888","39.8346267139162","41.1605306957635","25.8528778033818","26.8620312386269","27.8027812262649","24.6015550325938","24.8965280336163","","",
"Camerún","CMR","Impuestos al comercio internacional (% de la recaudación)","GC.TAX.INTT.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5422644192563","13.3761359146582","18.51142344377","19.5563886285536","21.5286789514664","27.5766951205875","","","30.1538889726433","28.2572107071219","","","","","","","","","","","","","11.7679320520135","10.8042038496379","11.9676477497735","11.4226831987567","11.7571626227517","12.6864484941004","11.7646028641911","","","",
"Congo, República Democrática del","COD","Impuestos al comercio internacional (% de la recaudación)","GC.TAX.INTT.RV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
